ID for Agents,,English text,,Welsh text
app.name=,*,Agent services account,*,Cyfrif gwasanaethau asiant
servicename.titleSuffix=,*,#NAME?,*,–  Cyfrif gwasanaethau asiant – GOV.UK
agent.services.account.heading=,*,Welcome to your agent services account,*,Croeso i’ch cyfrif gwasanaethau asiant
existing.client.relationships.link=,*,Access existing client relationships,*,Mynediad at berthnasoedd presennol â chleientiaid
,*,,*,
serviceinfo.home=,*,Account home,*,Hafan y cyfrif
serviceinfo.manage=,*,Manage account,*,Rheoli’r cyfrif
serviceinfo.signout=,*,Sign out,*,Allgofnodi
,*,,*,
agent.services.account.inset=,*,You cannot view your client lists in your agent services account. You can use your account to view and manage an individual client's VAT details.,*,Ni allwch fwrw golwg dros eich rhestrau o gleientiaid drwy’ch cyfrif gwasanaethau asiant. Gallwch ddefnyddio’ch cyfrif i fwrw golwg dros fanylion TAW  cleient unigol a’u rheoli.
agent.services.account.section1.h2=,*,Making Tax Digital for VAT,*,Troi Treth yn Ddigidol ar gyfer TAW
agent.services.account.section1.col1.h3=,*,Sign clients up for Making Tax Digital for VAT,*,Cofrestru cleientiaid ar gyfer y cynllun Troi Treth yn Ddigidol ar gyfer TAW
agent.services.account.section1.col1.p=,*,You copied across existing client authorisations to your agent services account. This means you can now sign these clients up to Making Tax Digital.,*,Rydych wedi copïo awdurdodiadau cleientiaid presennol ar draws i’ch cyfrif gwasanaethau asiant. Mae hyn yn golygu y gallwch nawr gofrestru’r cleientiaid hyn ar gyfer Troi Treth yn Ddigidol.
agent.services.account.section1.col1.link=,*,Sign clients up for Making Tax Digital for VAT (opens in a new window or tab),*,Cofrestru cleientiaid ar gyfer Troi Treth yn Ddigidol ar gyfer TAW (yn agor ffenestr neu dab newydd)
agent.services.account.section1.col2.h3=,*,Manage your client''s VAT details,*,Rheoli manylion TAW eich cleient
agent.services.account.section1.col2.p=,*,"Use this service to update your client's VAT registration status, business name (if they are a limited company), principal place of business and VAT stagger.",*,"Defnyddiwch y gwasanaeth hwn i ddiweddaru statws cofrestru TAW, enw busnes (os yw’n gwmni cyfyngedig), prif leoliad busnes a chyfnodau TAW eich cleient."
agent.services.account.section1.col2.link=,*,Manage your client''s VAT details (opens in a new window or tab),*,Rheoli manylion TAW eich cleient (yn agor ffenestr neu dab newydd)
,*,,*,
agent.services.account.section2.h2=,*,View a client''s PAYE income record,*,Bwrw golwg dros gofnod incwm TWE cleient
agent.services.account.section2.col1.p=,*,Access a client''s PAYE income record to help you complete their Self Assessment tax return.,*,Cael mynediad at gofnod incwm TWE cleient i’ch helpu i lenwi ei Ffurflen Dreth Hunanasesiad.
agent.services.account.section2.col1.link=,*,View a client''s PAYE income record,*,Bwrw golwg dros gofnod incwm TWE cleient
,*,,*,
agent.services.account.section3.h2=,*,Client authorisations,*,Awdurdodiadau cleientiaid
agent.services.account.section3.col1.h3=,*,Ask a client to authorise you,*,Gofyn i gleient eich awdurdodi
agent.services.account.section3.col1.p=,*,You only need to do this if you have not copied across an existing authorisation from the client.,*,Dim ond os nad ydych wedi copïo awdurdodiad presennol gan y cleient ar draws y mae angen i chi wneud hyn.
agent.services.account.section3.col1.link=,*,Ask a client to authorise you,*,Gofyn i gleient eich awdurdodi
,*,,*,
agent.services.account.section3.col2.h3=,*,Manage authorisations,*,Rheoli awdurdodiadau
agent.services.account.section3.col2.link1=,*,Track your recent authorisation requests,*,Olrhain eich ceisiadau awdurdodi diweddar
agent.services.account.section3.col2.link2=,*,Copy across more VAT and Self Assessment client authorisations,*,Copïo rhagor o awdurdodiadau cleientiaid TAW a Hunanasesiad ar draws
agent.services.account.section3.col2.link3=,*,Cancel a client''s authorisation,*,Canslo awdurdodiad cleient
,*,,*,
manage.account.heading=,*,Manage account,*,Rheoli’r cyfrif
manage.account.p=,*,"You can allow other users in your organisation to access this agent services account, and manage their access.",*,"Gallwch ganiatáu i ddefnyddwyr eraill yn eich sefydliad gael mynediad at y cyfrif gwasanaethau asiant hwn, a rheoli eu mynediad."
manage.account.add-user=,*,Add a new user,*,Ychwanegu defnyddiwr newydd
manage.account.manage-user-access=,*,Manage user access to your agent services account (Opens in a new window or tab).,*,Rheoli mynediad defnyddwyr at eich cyfrif gwasanaethau asiant (yn agor ffenestr neu dab newydd).
,*,,*,
agent.services.account.h2.your-clients=,*,Your clients,*,Eich cleientiaid
agent.services.account.h3.agent-services=,*,Agent services,*,Gwasanaethau asiant
agent.services.account.p.agent-services=,*,Access services for clients that have already authorised you to act on their behalf.,*,Mynediad at wasanaethau ar gyfer cleientiaid sydd eisoes wedi eich awdurdodi i weithredu ar eu rhan.
,*,,*,
agent.services.account.h3.client-authorisations=,*,Client authorisations,*,Awdurdodiadau cleientiaid
agent.services.account.p.client-authorisations=,*,Start a new authorisation request or link your current clients to your account.,*,Dechrau cais am awdurdodiad newydd neu gysylltu’ch cleientiaid cyfredol â’ch cyfrif.
,*,,*,
agent.services.account.h3.manage=,*,Manage your account,*,Rheoli eich cyfrif
agent.services.account.p.manage=,*,"Allow other users in your organisation to access this agent services account, or restrict their access.",*,"Caniatáu i ddefnyddwyr eraill yn eich sefydliad gael mynediad at y cyfrif gwasanaethau asiant hwn, neu gyfyngu ar eu mynediad."
,*,,*,
agent.invitations.links.start=,*,"<a href=""{0}"" id=""{1}"" >Ask a client to authorise you</a>",*,"<a href=""{0}"" id=""{1}"" >Gofyn i gleient eich awdurdodi</a>"
agent.invitations.links.track=,*,"<a href=""{0}"" id=""{1}"" >Track your recent authorisation requests</a>",*,"<a href=""{0}"" id=""{1}"" >Olrhain eich ceisiadau awdurdodi diweddar</a>"
agent.services.account.additional.links.mapping.body2=,*,"<a href=""{0}"" id=""{1}"" >Copy across your existing Self Assessment and VAT clients to this account</a>",*,"<a href=""{0}"" id=""{1}"">Copïo eich cleientiaid Hunanasesiad a TAW ar draws i’r cyfrif hwn</a>"
agent.invitations.links.cancel-auth=,*,"<a href=""{0}"" id=""{1}"" >Cancel a client''s authorisation</a>",*,"<a href=""{0}"" id=""{1}"" >Canslo awdurdodiad cleient</a>"
agent.accountNumber=,*,Account number: {0},*,Rhif y cyfrif: {0}
,*,,*,
agent.services.sccount.h2.client=,*,'s account,*,Cyfrif [x]
,*,,*,
agent.manageYourUsers.links.start=,*,"<a href=""{0}"" target=""_blank"" rel=""noopener noreferrer"" id=""{1}"">Manage user access to your agent services account<span class=""visuallyhidden""> (Opens in a new window)</span></a>",*,"<a href=""{0}"" target=""_blank"" rel=""noopener noreferrer"" id=""{1}"">Rheoli mynediad defnyddwyr at eich cyfrif gwasanaethau asiant<span class=""visuallyhidden""> (Yn agor ffenestr newydd)</span></a>"
agent.addNewUser.links.start=,*,"<a href=""{0}"" rel=""noopener noreferrer"" id=""{1}"">Add a new user</a>",*,"<a href=""{0}"" rel=""noopener noreferrer"" id=""{1}"">Ychwanegu defnyddiwr newydd</a>"
agent.services.account.additional.links.agent-afi.body2=,*,"<a href=""{0}"" id=""{1}"">View a client''s PAYE income record</a>",*,"<a href=""{0}"" id=""{1}"">Bwrw golwg dros gofnod incwm TWE cleient</a>"
common.sign-out=,*,Sign out,*,Allgofnodi
agent.services.account.additional.links.agent-afi.ga.link-view=,*,link - view,*,cysylltiad – bwrw golwg
agent.services.account.additional.links.agent-afi.ga.manage-clients=,*,Manage your clients,*,Rheoli eich cleientiaid
agent.services.account.additional.links.agent-afi.ga.services-you-need=,*,Services you might need,*,Gwasanaethau y mae’n bosibl y bydd eu hangen arnoch
agent.services.account.additional.links.agent-afi.ga.request-auth=,*,Ask a client to authorise you,*,Gofyn i gleient eich awdurdodi
agent.services.account.additional.links.agent-afi.ga.view-income-record=,*,View a clients income record,*,Bwrw golwg dros gofnod incwm cleient
,*,,*,
#suspension warning,*,,*,
suspension-warning.header=,*,We have temporarily limited your use of this service,*,Rydym wedi cyfyngu ar eich defnydd o’r gwasanaeth hwn dros dro
suspension-warning.p1=,*,We did this because we have suspended your agent code. We sent you a letter to confirm this.,*,Gwnaethom hyn oherwydd ein bod wedi gohirio eich cod asiant. Rydym wedi anfon llythyr atoch yn cadarnhau hyn. 
suspension-warning.p2.single=,*,This means you will not be able to use this service to ask for authorisation to {0}.,*,Mae hyn yn golygu na fyddwch yn gallu defnyddio’r gwasanaeth hwn i ofyn am awdurdodiad er mwyn {0}.
suspension-warning.p2.multi=,*,This means you will not be able to use this service to ask clients for authorisation to:,*,Mae hyn yn golygu na fyddwch yn gallu defnyddio’r gwasanaeth hwn i ofyn i gleientiaid am awdurdodiad i wneud y canlynol:
suspension-warning.single.HMRC-MTD-IT=,*,send a client''s Income Tax updates through software,*,anfon diweddariadau Treth Incwm cleient drwy feddalwedd
suspension-warning.multi.HMRC-MTD-IT=,*,send their Income Tax updates through software,*,anfon eu diweddariadau Treth Incwm drwy feddalwedd
suspension-warning.single.PERSONAL-INCOME-RECORD=,*,view a client''s PAYE income record,*,bwrw golwg dros gofnod incwm TWE cleient
suspension-warning.multi.PERSONAL-INCOME-RECORD=,*,view their PAYE income record,*,bwrw golwg dros eu cofnod incwm TWE
suspension-warning.single.HMRC-MTD-VAT=,*,submit a client''s VAT returns through software,*,cyflwyno Ffurflenni TAW cleient drwy feddalwedd
suspension-warning.multi.HMRC-MTD-VAT=,*,submit their VAT returns through software,*,cyflwyno eu Ffurflenni TAW drwy feddalwedd
suspension-warning.single.HMRC-TERS-ORG=,*,maintain a trust or an estate,*,cynnal ymddiriedolaeth neu ystâd
suspension-warning.multi.HMRC-TERS-ORG=,*,maintain a trust or an estate,*,cynnal ymddiriedolaeth neu ystâd
suspension-warning.single.HMRC-CGT-PD=,*,manage a client''s Capital Gains Tax on UK property disposals,*,rheoli Treth Enillion Cyfalaf cleient ar warediadau eiddo yn y DU
suspension-warning.multi.HMRC-CGT-PD=,*,manage their Capital Gains Tax on UK property disposals,*,rheoli eu Treth Enillion Cyfalaf ar warediadau eiddo yn y DU
suspension-warning.p3=,*,You can still access any other service available to you.,*,Gallwch barhau i gael mynediad at unrhyw wasanaeth arall sydd ar gael i chi.
suspension-warning.p4=,*,"If you did not receive our letter, or think we have made a mistake, use the ''get help with this page'' link.",*,"Os na chawsoch ein llythyr, neu os ydych yn meddwl ein bod wedi gwneud camgymeriad, defnyddiwch y cysylltiad “cael help gyda’r dudalen hon”."
suspension-warning.button=,*,Continue,*,Yn eich blaen
,*,,*,
# Error messages for digital services,*,,*,
global.error.500.title=,*,"Sorry, we are experiencing technical difficulties - 500",*,"Mae’n ddrwg gennym, rydym yn profi anawsterau technegol – 500"
global.error.500.heading=,*,"Sorry, we're experiencing technical difficulties",*,"Mae’n ddrwg gennym, rydym yn profi anawsterau technegol"
global.error.500.message=,*,Please try again in a few minutes.,*,Rhowch gynnig arall arni mewn ychydig o funudau.
,*,,*,
,*,,*,
accessibility.statement.title=,*,Accessibility statement for agent services account,*,Datganiad hygyrchedd ar gyfer cyfrif gwasanaethau asiant
accessibility.statement.h1=,*,Accessibility statement for agent services account,*,Datganiad hygyrchedd ar gyfer cyfrif gwasanaethau asiant
accessibility.statement.intro.p1=,*,"This accessibility statement explains how accessible this service is, what to do if you have difficulty using it, and how to report accessibility problems with the service.",*,"Mae’r datganiad hygyrchedd hwn yn esbonio pa mor hygyrch yw’r gwasanaeth hwn, beth i’w wneud os ydych yn cael anhawster wrth ei ddefnyddio, a sut i roi gwybod am broblemau hygyrchedd gyda’r gwasanaeth."
accessibility.statement.intro.p2=,*,"This service is part of the wider GOV.UK website. There is a separate <a href=""https://www.gov.uk/help/accessibility"">accessibility statement</a> for the main GOV.UK website.",*,"Mae’r gwasanaeth hwn yn rhan o wefan ehangach GOV.UK. Mae <a href=""https://www.gov.uk/help/accessibility"">datganiad hygyrchedd</a> ar wahân ar gyfer prif wefan GOV.UK."
accessibility.statement.intro.p3=,*,"This page only contains information about the agent services account service, available at <a href=""https://www.tax.service.gov.uk/agent-subscription/task-list"">www.tax.service.gov.uk/agent-subscription/task-list</a>.",*,"Mae’r dudalen hon yn cynnwys gwybodaeth am y gwasanaeth cyfrif gwasanaethau asiant yn unig, sydd ar gael yn <a href=""https://www.tax.service.gov.uk/agent-subscription/task-list"">www.tax.service.gov.uk/agent-subscription/task-list</a>."
,*,,*,
accessibility.statement.using.heading=,*,Using this service,*,Defnyddio’r gwasanaeth hwn
accessibility.statement.using.p1=,*,This service enables you to manage your HMRC agent services account for your tax agent firm.,*,Mae’r gwasanaeth hwn yn eich galluogi i reoli’ch cyfrif gwasanaethau asiant CThEM ar gyfer eich cwmni asiant treth.
accessibility.statement.using.p2=,*,This service is run by HM Revenue and Customs (HMRC). We want as many people as possible to be able to use this service. This means you should be able to:,*,Mae’r gwasanaeth hwn yn cael ei redeg gan Gyllid a Thollau EM (CThEM). Rydym am i gymaint o bobl â phosibl allu defnyddio’r gwasanaeth hwn. Mae hyn yn golygu y dylech allu gwneud y canlynol:
accessibility.statement.using.l1=,*,"change colours, contrast levels and fonts",*,"newid lliwiau, lefelau cyferbyniad a ffontiau"
accessibility.statement.using.l2=,*,zoom in up to 300% without the text spilling off the screen,*,chwyddo’r sgrin hyd at 300% heb i’r testun ddisgyn oddi ar y sgrin
accessibility.statement.using.l3=,*,get from the start of the service to the end using just a keyboard,*,mynd o ddechrau’r gwasanaeth i’r diwedd gan ddefnyddio bysellfwrdd yn unig
accessibility.statement.using.l4=,*,get from the start of the service to the end using speech recognition software,*,mynd o ddechrau’r gwasanaeth i’r diwedd gan ddefnyddio meddalwedd adnabod lleferydd
accessibility.statement.using.l5=,*,"listen to the service using a screen reader (including the most recent versions of JAWS, NVDA and VoiceOver)",*,"gwrando ar y gwasanaeth gan ddefnyddio darllenydd sgrin (gan gynnwys y fersiynau diweddaraf o JAWS, NVDA a VoiceOver)"
accessibility.statement.using.p3=,*,We have also made the text in the service as simple as possible to understand.,*,Rydym hefyd wedi sicrhau bod y testun a ddefnyddir yn y gwasanaeth mor syml â phosibl i’w ddeall.
accessibility.statement.using.p4=,*,"<a class=""govuk-link"" href=""https://mcmw.abilitynet.org.uk/"">AbilityNet</a> has advice on making your device easier to use if you have a disability.",*,"Mae gan <a class=""govuk-link"" href=""https://mcmw.abilitynet.org.uk/"">AbilityNet</a> gyngor ar wneud eich dyfais yn haws i’w defnyddio os oes gennych anabledd."
,*,,*,
accessibility.statement.accessible.heading=,*,How accessible this service is,*,Pa mor hygyrch yw’r gwasanaeth hwn
accessibility.statement.accessible.p1=,*,"This service is partially compliant with the <a class=""govuk-link"" href=""https://www.w3.org/TR/WCAG21/"">Web Content Accessibility Guidelines version 2.1 AA standard</a>.",*,"Mae’r gwasanaeth hwn yn cydymffurfio’n rhannol â <a class=""govuk-link"" href=""https://www.w3.org/TR/WCAG21/"">safon AA Canllawiau Hygyrchedd Cynnwys y We, fersiwn 2.1</a>."
,*,,*,
accessibility.statement.whattodo.heading=,*,What to do if you have difficulty using this service,*,Beth i’w wneud os ydych yn cael anhawster wrth ddefnyddio’r gwasanaeth hwn
accessibility.statement.whattodo.p1=,*,"If you have difficulty using this service, use the 'Get help with this page' link on the page in the online service.",*,"Os ydych yn cael anhawster wrth ddefnyddio’r gwasanaeth hwn, defnyddiwch y cysylltiad ‘Help gyda’r dudalen hon’ ar y dudalen yn y gwasanaeth ar-lein."
,*,,*,
accessibility.statement.reporting.heading=,*,Reporting accessibility problems with this service,*,Rhoi gwybod am broblemau hygyrchedd gyda’r gwasanaeth hwn
accessibility.statement.reporting.p1=,*,"We are always looking to improve the accessibility of this service. If you find any problems that are not listed on this page or think we are not meeting accessibility requirements, report the <a href=""{0}"" target=""_blank"">accessibility problem (opens in new window or tab)</a>.",*,"Rydym bob amser yn ceisio gwella hygyrchedd y gwasanaeth hwn. Os byddwch yn dod o hyd i unrhyw broblemau nad ydynt wedi’u rhestru ar y dudalen hon, neu os ydych o’r farn nad ydym yn bodloni gofynion hygyrchedd, rhowch wybod am y <a href=""{0}"" target=""_blank"">broblem hygyrchedd (yn agor ffenestr neu dab newydd)</a>."
,*,,*,
accessibility.statement.enforcement.heading=,*,What to do if you are not happy with how we respond to your complaint,*,Beth i’w wneud os nad ydych yn hapus â sut rydym yn ateb eich cwyn
accessibility.statement.enforcement.p1=,*,"The Equality and Human Rights Commission (EHRC) is responsible for enforcing the Public Sector Bodies (Websites and Mobile Applications) (No. 2) Accessibility Regulations 2018 (the 'accessibility regulations'). If you are not happy with how we respond to your complaint, <a href=""https://www.equalityadvisoryservice.com/"">contact the Equality Advisory and Support Service</a> (EASS), or the <a href=""https://www.equalityni.org/Home"">Equality Commission for Northern Ireland</a> (ECNI) if you live in Northern Ireland.",*,"Mae’r Comisiwn Cydraddoldeb a Hawliau Dynol (EHRC) yn gyfrifol am orfodi Rheoliadau Hygyrchedd Cyrff Sector Cyhoeddus (Gwefannau a Chymwysiadau Symudol) (Rhif 2) 2018 (y ‘rheoliadau hygyrchedd’). Os nad ydych yn hapus â sut rydym yn ateb eich cwyn,  <a href=""https://www.equalityadvisoryservice.com/"">cysylltwch â’r Gwasanaeth Cynghori a Chymorth Cydraddoldeb</a> (EASS), neu’r <a href=""https://www.equalityni.org/Home"">Equality Commission for Northern Ireland</a> (ECNI) os ydych yn byw yng Ngogledd Iwerddon."
,*,,*,
accessibility.statement.contacting.heading=,*,Contacting us by phone or getting a visit from us in person,*,Cysylltu â ni dros y ffôn neu gael ymweliad personol gennym
accessibility.statement.contacting.p1=,*,"We provide a text relay service if you are deaf, hearing impaired or have a speech impediment.",*,"Rydym yn cynnig gwasanaeth text relay os ydych yn fyddar, â nam ar eich clyw neu os oes gennych nam ar eich lleferydd."
accessibility.statement.contacting.p2=,*,"We can provide a British Sign Language (BSL) interpreter, or you can arrange a visit from an HMRC advisor to help you complete the service.",*,"Gallwn ddarparu dehonglydd Iaith Arwyddion Prydain (BSL), neu gallwch drefnu ymweliad gan ymgynghorydd CThEM i’ch helpu i gwblhau’r gwasanaeth."
accessibility.statement.contacting.p3=,*,"Find out how to <a href=""https://www.gov.uk/dealing-hmrc-additional-needs"">contact us</a>.",*,"Gwybodaeth am sut i <a href=""https://www.gov.uk/dealing-hmrc-additional-needs"">gysylltu â ni</a>."
,*,,*,
accessibility.statement.technical.heading=,*,Technical information about this service's accessibility,*,Gwybodaeth dechnegol am hygyrchedd y gwasanaeth hwn
accessibility.statement.technical.p1=,*,"HMRC is committed to making this service accessible, in accordance with the Public Sector Bodies (Websites and Mobile Applications) (No. 2) Accessibility Regulations 2018.",*,"Mae CThEM wedi ymrwymo i wneud y gwasanaeth hwn yn hygyrch, yn unol â Rheoliadau Hygyrchedd Cyrff Sector Cyhoeddus (Gwefannau a Chymwysiadau Symudol) (Rhif 2) 2018."
accessibility.statement.technical.p2=,*,"This service is partially compliant with the <a href=""https://www.w3.org/TR/WCAG21/"">Web Content Accessibility Guidelines version 2.1 AA standard</a>.",*,"Mae’r gwasanaeth hwn yn cydymffurfio’n rhannol â <a href=""https://www.w3.org/TR/WCAG21/"">safon AA Canllawiau Hygyrchedd Cynnwys y We, fersiwn 2.1</a>."
,*,,*,
accessibility.statement.technical.p3=,*,We have carried out an in-house expert review of the service and fixed all known accessibility issues. ,*,Rydym wedi cynnal adolygiad arbenigol mewnol o’r gwasanaeth ac wedi trwsio pob mater hysbys o ran hygyrchedd.
accessibility.statement.technical.p4=,*,"We will arrange a formal external audit of the full service as soon as possible, as part of our roadmap for making sure the service is fully compliant.",*,"Byddwn yn trefnu archwiliad allanol ffurfiol o’r gwasanaeth cyfan cyn gynted â phosibl, fel rhan o’n cynllun ar gyfer sicrhau bod y gwasanaeth yn cydymffurfio’n llawn."
,*,,*,
accessibility.statement.howtested.heading=,*,How we tested this service,*,Sut gwnaethom brofi’r gwasanaeth hwn
accessibility.statement.howtested.p1=,*,The service was last tested on 22 August 2019 and was checked for compliance with WCAG 2.1 AA.,*,"Cafodd y gwasanaeth ei brofi ddiwethaf ar 22 Awst 2019 a gwiriwyd ei fod yn cydymffurfio â safon AA Canllawiau Hygyrchedd Cynnwys y We, fersiwn 2.1."
accessibility.statement.howtested.p2=,*,The full service was tested by HMRC and included disabled users.,*,"Profwyd y gwasanaeth llawn gan CThEM, ac roedd y gwaith o brofi’r gwasanaeth yn cynnwys defnyddwyr anabl."
accessibility.statement.howtested.p3=,*,This page was prepared on 23 September 2019. It was last updated on 23 September 2019.,*,Paratowyd y dudalen hon ar 23 Medi 2019. Cafodd ei diweddaru ddiwethaf ar 23 Medi 2019.
,*,,*,
#session time out,*,,*,
timeout-dialog.p1=,*,"For security reasons, you will be signed out of your Agent services account in",*,"Am resymau diogelwch, cewch eich allgofnodi o’ch cyfrif gwasanaethau asiant ymhen"
,*,,*,
#signed-out,*,,*,
signed-out.header=,*,You have been signed out,*,Rydych wedi cael eich allgofnodi
signed-out.p1=,*,"You have not done anything for {0}, so we have signed you out to keep your account secure.",*,"Nid ydych wedi gwneud dim byd ers {0}, felly rydym wedi’ch allgofnodi er mwyn cadw’ch cyfrif yn ddiogel."
signed-out.p2=,*,"<a href=""{0}"">Sign in again</a> to use this service.",*,"<a href=""{0}"">Mewngofnodwch eto</a> i ddefnyddio’r gwasanaeth hwn."
,*,,*,
,*,,*,
# Accessibility link,*,,*,
footer.links.accessibility.text=,*,Accessibility,*,Hygyrchedd
footer.links.accessibility.url=,*,/agent-services-account/accessibility-statement,*,/agent-services-account/accessibility-statement
,*,,*,
,*,,*,
#Common,*,,*,
app.name=,*,Create an agent services account,*,Creu cyfrif gwasanaethau asiant
